importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
ALI MANDA MEGAH,29,137,803208646.0,4,4,3,Loyal Customers
ALIA DIGITAL PRINTEX,36,9,14974239026.0,4,3,4,Champions
ALIA KREASI CANTIKA,203,27,86841420764.0,3,4,4,Champions
ALIA KREASI MANDIRI INTERNASIONAL,15,114,179195596985.0,4,4,4,Champions
ALIANSI SAKTI,3,21,46571848.0,4,3,3,Loyal Customers
ALIFINDO MITRA BERSAMA,79,126,126913494766.0,3,4,4,Champions
ALIM SHIPPING,517,1,2626558754.0,2,1,3,Hibernating
ALIPBATA PELITA DUNIA,28,10,31248342474.0,4,3,4,Champions
ALIRAN MASA DEPAN,440,1,4719525265.0,2,1,3,Hibernating
ALISHA SENTRAL JASA,1704,2,4459630.0,1,1,2,Lost
ALISON AGUNG,72,14,278920.0,3,3,1,Promising
ALKALI GRUNHEIM INDONESIA,3,12,171237.0,4,3,1,Promising
ALKAMESTA MANUNGGAL,104,6,5554769239.0,3,2,3,New Customers
ALKEM TRIWIJAYA MANDIRI,17,1,124200.0,4,1,1,Need Attention
ALKINDO MITRARAYA,2,136,13789995.0,4,4,2,Potential Loyalist
ALKO MANDIRI,504,1,7980.0,2,1,1,Hibernating
ALL RIG LIFTING INDONESIA,10,122,85572478737.0,4,4,4,Champions
ALLEGIANCE PRIMAPARTS INDONESIA,1332,8,13408803739.0,1,3,4,Can't Lose Them
ALLJIUM GREEN NUSA,482,1,100795.0,2,1,1,Hibernating
ALLMAC SARANA GRAFIKA,6,23,1069705.0,4,3,2,Potential Loyalist
ALLNEX RESINS INDONESIA,7,151,118638444.0,4,4,3,Loyal Customers
ALLSTAR SCANDY AZTEKA,42,3,10646961732.0,4,2,4,New Customers
ALLURE ALLUMINIO,72,9,13599588924.0,3,3,4,Champions
ALMADINAH GARMEN,1037,3,6457915.0,1,2,2,Hibernating
ALMAGADA SURYA PRAKASH,1419,2,2274920285.0,1,1,3,Lost
ALMAIRA MITRA INDONESIA,384,1,4350.0,2,1,1,Hibernating
ALMASINDO,1575,6,79954914.0,1,2,3,Hibernating
ALMERA SUKSES SEJAHTERA,44,1,9331.0,3,1,1,Need Attention
ALNIFF CIPTA PERKASA,1647,4,3288631.0,1,2,2,Hibernating
ALOE VERA INDONESIA,344,1,11907.0,2,1,1,Hibernating
ALOUKLA GENERAL TRADING,826,2,43491.0,2,1,1,Hibernating
ALP PETRO INDUSTRY,9,22,7627382560.0,4,3,4,Champions
ALPEN FOOD INDUSTRY,519,4,2697486378.0,2,2,3,About to Sleep
ALPHA BESI CATUR,196,3,197932159.0,3,2,3,New Customers
ALPHA GEMILANG MAKMUR,360,1,7050.0,2,1,1,Hibernating
ALPHA INTEGRATED,987,1,17400.0,1,1,1,Lost
ALPHA KENCANA PERKASA,836,6,6938874.0,2,2,2,About to Sleep
ALPHA OMEGA,456,4,2281717480.0,2,2,3,About to Sleep
ALPHA OMEGA TECH,86,11,27578609905.0,3,3,4,Champions
ALPHA OMEGA TERMAL,416,3,7105539565.0,2,2,4,About to Sleep
ALPHA UNGGUL SEJAHTERA,34,4,257336.0,4,2,1,Need Attention
ALPINE COOL UTAMA,114,50,169479602.0,3,4,3,Loyal Customers
ALRADWAN GLOBAL TRADING,150,2,59194.0,3,1,1,Need Attention
ALTA MITRA KREASI,71,1,1839491951.0,3,1,3,New Customers
ALTA NIKINDO,29,61,387971903.0,4,4,3,Loyal Customers
ALTADESI PRIMA CITRA,464,21,46324553.0,2,3,3,At Risk
ALTAMA SURYA ANUGERAH,526,21,52530840311.0,2,3,4,At Risk
ALTATEX,861,3,2770656.0,2,2,2,About to Sleep
ALTEC PRISMA SEJAHTERA,1212,24,11120795674.0,1,3,4,Can't Lose Them
ALTEK PRECISION MACHINERY,846,31,18397974.0,2,4,2,At Risk
ALTERLAB TEKNOLOGI INDONESIA,398,3,3655.0,2,2,1,About to Sleep
ALTINDO MULIA,2,79,248497655306.0,4,4,4,Champions
ALTINEX,546,14,78496681.0,2,3,3,At Risk
ALTROS TEKNOLOGI,346,2,9618.0,2,1,1,Hibernating
ALTUSNUSA MANDIRI,184,1,7920.0,3,1,1,Need Attention
ALU ABO INDONESIA,1478,6,3960422.0,1,2,2,Hibernating
ALU AKSARA PRATAMA,2,1253,1744929749.0,4,4,3,Loyal Customers
ALUCOBOND FAR EAST INDONESIA,282,2,234714.0,3,1,1,Need Attention
ALUMINDO ALLOY ABADI,28,39,3892674966.0,4,4,3,Loyal Customers
ALUMINDO METAL SEJAHTERA,1406,5,557176.0,1,2,1,Hibernating
ALUMINIUM COMPANY EXTRUSION INDONESIA (ALCOMEX INDO),3,4,647479.0,4,2,1,Need Attention
ALUMINIUM EXTRUSION INDONESIA,7,133,9342463617.0,4,4,4,Champions
ALUMINUM SOLUTION HYUNDAI,27,2,138145.0,4,1,1,Need Attention
ALUN,356,7,37873963913.0,2,3,4,At Risk
ALUNA SYAFANA PERSADA,414,2,2879358506.0,2,1,3,Hibernating
ALUNDRA MITRA MANDIRI,1162,30,30935142937.0,1,4,4,Can't Lose Them
ALVA MEDIA,2,79,68469641614.0,4,4,4,Champions
ALVADIWIPA ANUGERAH,1471,5,1849173721.0,1,2,3,Hibernating
ALVARO PRIMA SEJAHTERA,49,3,13878.0,3,2,1,Need Attention
ALVEN JAYA INDONESIA,1608,1,1927529142.0,1,1,3,Lost
ALVIN FARIS MANDIRI,1751,1,261000.0,1,1,1,Lost
ALVINDO,115,14,663773.0,3,3,1,Promising
ALVINDO CATUR SENTOSA,36,18,67326808997.0,4,3,4,Champions
ALWAYS GREEN INDONESIA,1129,5,10331108.0,1,2,2,Hibernating
ALYSSA PUTERI MANDIRI,465,1,22886.0,2,1,1,Hibernating
AM/NS INDONESIA,280,41,5757601993.0,3,4,3,Loyal Customers
AMAK PASUKAN KATAK,1657,1,3035472.0,1,1,2,Lost
AMAN BUANA PUTERA,1031,6,595201.0,1,2,1,Hibernating
AMAN INDAH MAKMUR,1,19,56757931.0,4,3,3,Loyal Customers
AMAN JAYA MANDIRI,1392,2,201872.0,1,1,1,Lost
AMAN JAYA MULIA,94,17,6614294.0,3,3,2,Potential Loyalist
AMAN JAYA PERDANA,43,50,3199136.0,3,4,2,Potential Loyalist
AMAN MANDIRI,1546,1,2482704.0,1,1,2,Lost
AMANAH JAYA ABADI,1752,5,568000.0,1,2,1,Hibernating
AMANAH NUSANTARA SEJAHTERA,119,6,17543939.0,3,2,2,Need Attention
AMANDINA BUMI NUSANTARA,1219,6,14497199359.0,1,2,4,Hibernating
AMANGRIYA,49,63,4322650376.0,3,4,3,Loyal Customers
AMANN INDONESIA,171,93,120010054.0,3,4,3,Loyal Customers
AMARA DEWI MUSTIKA,1430,19,7637693547.0,1,3,4,Can't Lose Them
AMARA PRIMA MAKMUR,27,47,34128887209.0,4,4,4,Champions
AMARDEEP INDO SAKTI,1203,3,14673270.0,1,2,2,Hibernating
AMARILYS KARISMA GEMILANG,3,54,191710650045.0,4,4,4,Champions
AMAROX PHARMA GLOBAL,259,5,2785855336.0,3,2,3,New Customers
AMARTA MUTIARA SEHATI,1039,21,2445655.0,1,3,2,Can't Lose Them
AMARTA MUTIARA SENTOSA,1388,109,61673515.0,1,4,3,Can't Lose Them
AMARTEC SUNGAI KENCANA,90,1,130400.0,3,1,1,Need Attention
AMASCO INDONESIA,143,31,53870366.0,3,4,3,Loyal Customers
AMAZON DATA SERVICES INDONESIA,2,1450,35404364953.0,4,4,4,Champions
AMBASSADOR GARMINDO,9,113,4271707712.0,4,4,3,Loyal Customers
AMBASSADOR SINDO MAKMUR,120,3,147761748.0,3,2,3,New Customers
AMCOR FLEXIBLES INDONESIA,105,25,74795500.0,3,3,3,Loyal Customers
AMERICAN STANDARD INDONESIA,10,280,353480376435.0,4,4,4,Champions
AMERINDO JAYA,514,1,100775405.0,2,1,3,Hibernating
AMERTA CIPTA SANDI,547,1,12525.0,2,1,1,Hibernating
AMERTA INDAH OTSUKA,2,68,60925930203.0,4,4,4,Champions
AMERTA LESTARI SEJAHTERA,468,2,9401.0,2,1,1,Hibernating
AMEYA LIVINGSTYLE INDONESIA,1471,12,10204266283.0,1,3,4,Can't Lose Them
AMF INDONESIA,1574,2,166150.0,1,1,1,Lost
AMG PLASTIC INDUSTRY,682,2,36831.0,2,1,1,Hibernating
AMHAR PERMATA MULIA,307,1,120755.0,3,1,1,Need Attention
AMINDOWAY JAYA,3,946,1472449819638.0,4,4,4,Champions
AMMAN MINERAL INDUSTRI,8,55,16868707319.0,4,4,4,Champions
AMMAN MINERAL NUSA TENGGARA,16,108,18980237494.0,4,4,4,Champions
AMOUREEL BIO ARTHA,699,1,1087156953.0,2,1,3,Hibernating
AMOZE ANEKA LAIK,743,1,308302.0,2,1,1,Hibernating
AMP PLANTATION,434,1,122706.0,2,1,1,Hibernating
AMRETA ABDI PRAKASA,923,2,15048.0,2,1,1,Hibernating
AMSCO TUJUH ENAM,1519,54,8062435.0,1,4,2,Can't Lose Them
AMSKY INDONESIA,51,20,1158580.0,3,3,2,Potential Loyalist
ANAK CEMERLANG INDONESIA,423,1,1030176.0,2,1,2,Hibernating
ANAK DESA INDONESIA,406,2,118901451.0,2,1,3,Hibernating
ANAK RAJAWALI GARMINDO,349,1142,619325848.0,2,4,3,At Risk
ANAK SENENG SEJAHTERA,199,2,24077882.0,3,1,2,Need Attention
ANALAH BANGUN BERKAT ABADI,1298,16,154016914.0,1,3,3,Can't Lose Them
ANANAS MAHARTHA BALI,933,1,688975.0,2,1,1,Hibernating
ANANDA BERKAH ABADI,184,1,11000.0,3,1,1,Need Attention
ANANDA PUTRA NANOTECH INDONESIA,832,1,6055.0,2,1,1,Hibernating
ANANDA SOLUSINDO,1652,1,239200.0,1,1,1,Lost
ANAYA GLOBAL INDONESIA,31,13,421392.0,4,3,1,Promising
ANCOL TERANG METAL PRINTING INDUSTRI,13,212,14837133849.0,4,4,4,Champions
ANDA LESTARI,22,9,1256674304.0,4,3,3,Loyal Customers
ANDALAN ALAM MAKMUR,1179,20,433940.0,1,3,1,Can't Lose Them
ANDALAN ALAM PERTIWI,1058,93,10892556662.0,1,4,4,Can't Lose Them
ANDALAN BUAH PERTIWI,1025,235,10734849659.0,1,4,4,Can't Lose Them
ANDALAN EKA SUKSES,1077,91,268076145858.0,1,4,4,Can't Lose Them
ANDALAN FLUID SISTEM,265,10,1327174183.0,3,3,3,Loyal Customers
ANDALAN GEMILANG MAKMUR,1421,26,4583900.0,1,3,2,Can't Lose Them
ANDALAN LINTAS GLOBAL,580,2,915669.0,2,1,2,Hibernating
ANDALAN MANDIRI BUSANA,598,5,408710904.0,2,2,3,About to Sleep
ANDALAN MANIS SEJAHTERA,16,218,23926271457.0,4,4,4,Champions
ANDALAN MITRA PROSPERA,8,14,2581505.0,4,3,2,Potential Loyalist
ANDALAN MITRA TEKNOLOGI,1500,1,21360.0,1,1,1,Lost
ANDALAN SEJAHTERA,90,13,872977.0,3,3,1,Promising
ANDALAN TEMAN MANDIRI,729,221,63806688.0,2,4,3,At Risk
ANDALAS MITRA GLOBAL,44,24,174232861.0,3,3,3,Loyal Customers
ANDALAS MITRA SEJAHTERA,13,64,25855555512.0,4,4,4,Champions
ANDARA CAHAYA BUANA,344,2,250716.0,2,1,1,Hibernating
ANDARA MEGAH LOGISTIK,31,3,340251.0,4,2,1,Need Attention
ANDARA MITRA SINERGI,665,107,52069709417.0,2,4,4,At Risk
ANDARO BERKAH INDONESIA,1179,1,907940845.0,1,1,3,Lost
ANDARU BINTANG NUSANTARA,3,32,6529660165.0,4,4,4,Champions
ANDARU PERSADA MANDIRI,125,1,950.0,3,1,1,Need Attention
ANDARU SINARMATRA,15,210,22954789674.0,4,4,4,Champions
ANDARU STEEL ONE,14,220,43326018932.0,4,4,4,Champions
ANDESPAR DUTA INDONESIA,310,10,5397176954.0,3,3,3,Loyal Customers
ANDIN JAYA BERSAMA,1259,5,2494806197.0,1,2,3,Hibernating
ANDIRA PRATAMA,156,8,13233930.0,3,3,2,Potential Loyalist
ANDRA INTERNATIONAL,35,20,44903690.0,4,3,3,Loyal Customers
ANEKA,345,3,660707.0,2,2,1,About to Sleep
ANEKA ADIKARYA ABADI,1198,16,821689.0,1,3,1,Can't Lose Them
ANEKA AGUNG PRATAMA,128,27,11811292.0,3,4,2,Potential Loyalist
ANEKA ANDALAN ASIA,246,10,13167340.0,3,3,2,Potential Loyalist
ANEKA ANUGRAH ABADI,2,817,2723097890.0,4,4,3,Loyal Customers
ANEKA BAJA PERKASA INDUSTRY,1606,6,98586830.0,1,2,3,Hibernating
ANEKA BINA CITRA,1451,1,285897.0,1,1,1,Lost
ANEKA BISNIS JAYA,47,2,1115022367.0,3,1,3,New Customers
ANEKA BOGA PRATAMA,77,23,1392002909.0,3,3,3,Loyal Customers
ANEKA CIPTA USAHA,1589,1,647584.0,1,1,1,Lost
ANEKA CITRA REFRIGERATAMA,84,5,1007062.0,3,2,2,Need Attention
ANEKA CITRA REFRINDO,177,8,10088863420.0,3,3,4,Champions
ANEKA COFFEE INDUSTRY,24,12,1145152.0,4,3,2,Potential Loyalist
ANEKA DJAKARTA IRON STEEL,26,67,2993561818.0,4,4,3,Loyal Customers
ANEKA FROZE TRIUTAMA,499,82,100236548.0,2,4,3,At Risk
ANEKA GENERASI UNGGUL,154,1,4397.0,3,1,1,Need Attention
ANEKA GRAFIKA,666,2,10301676.0,2,1,2,Hibernating
ANEKA GRAFINDO,1423,2,60400.0,1,1,1,Lost
ANEKA HASIL AGRITANI,1051,8,1096200.0,1,3,2,Can't Lose Them
ANEKA INDOMAKMUR,224,2,13837.0,3,1,1,Need Attention
ANEKA INDUSTRI TEKSTIL,307,127,100431528.0,3,4,3,Loyal Customers
ANEKA INFOKOM TEKINDO,31,38,10496653.0,4,4,2,Potential Loyalist
ANEKA INTER KENCANA,913,14,416230.0,2,3,1,At Risk
ANEKA INTERINDO LESTARI,891,8,32991908.0,2,3,2,At Risk
ANEKA INTI WANGI,1312,1,1065957198.0,1,1,3,Lost
ANEKA ISOLASI,316,1,87098.0,3,1,1,Need Attention
ANEKA KARYA SUKSES,1063,37,131269793.0,1,4,3,Can't Lose Them
ANEKA KELOLA UNGGUL,50,16,1667557.0,3,3,2,Potential Loyalist
ANEKA KENCANA NUSANTARA,1585,5,69306276.0,1,2,3,Hibernating
ANEKA KENCANA PLASTINDO,27,11,109487865.0,4,3,3,Loyal Customers
ANEKA KONSEP PRATAMA,1435,2,5980.0,1,1,1,Lost
ANEKA KURNIA ABADI,218,9,34677746.0,3,3,3,Loyal Customers
ANEKA MAHAKA SASMAYA,283,14,32708764356.0,3,3,4,Champions
ANEKA MAJU BERSAMA LESTARI,465,417,1000073013.0,2,4,3,At Risk
ANEKA MEGA ENERGI,1037,1,108000.0,1,1,1,Lost
ANEKA MITRA GEMILANG,15,188,353776735136.0,4,4,4,Champions
ANEKA PANEL INDONESIA,1143,2,24015473.0,1,1,2,Lost
ANEKA PANGAN BERGIZI,1753,2,315000.0,1,1,1,Lost
ANEKA PANGAN INDONESIA,1562,27,8877500.0,1,4,2,Can't Lose Them
ANEKA PRODUK SEJAHTERA,535,2,8881918100.0,2,1,4,Hibernating
ANEKA REFRITEK INTERNASIONAL,224,2,5095724046.0,3,1,3,New Customers
ANEKA RITEL SASMAYA,16,13,5193394.0,4,3,2,Potential Loyalist
ANEKA RUPA TERA,570,1,61428.0,2,1,1,Hibernating
ANEKA SAKTI BAKTI (ASABA),189,2,189827.0,3,1,1,Need Attention
ANEKA SARI UTAMA,850,1,28500.0,2,1,1,Hibernating
ANEKA SEMESTA NUTRISINDO,20,261,379051951578.0,4,4,4,Champions
ANEKA SINAR LESTARI,562,3,1399028.0,2,2,2,About to Sleep
ANEKA SUKSES PERSADA,797,60,13608656802.0,2,4,4,At Risk
ANEKA SUKSES SEMESTA,6,34,12364523.0,4,4,2,Potential Loyalist
ANEKA TAMBANG (PERSERO) TBK,208,5,3440180.0,3,2,2,Need Attention
ANEKA TATA NIAGA,1753,2,221850.0,1,1,1,Lost
ANEKA TEKNIK BERSAMA,51,22,17380276349.0,3,3,4,Champions
ANEKA TUNGGAL PERSADA,680,51,14331089395.0,2,4,4,At Risk
ANEKA USAHA SEJATI,647,162,236758799741.0,2,4,4,At Risk
ANEKA WARNA INDAH,7,150,89932056406.0,4,4,4,Champions
ANEKA WARNA SEMESTA,479,1,18800.0,2,1,1,Hibernating
ANEKA WARNA SOLUSI MEDIA,49,73,33641551306.0,3,4,4,Champions
ANERVA INTI MAGNITRADA,540,1,140262.0,2,1,1,Hibernating
ANEXCO MITRA ABADI,1220,1,918028.0,1,1,2,Lost
ANEZA PERSADA ABADI,871,7,3829158.0,2,3,2,At Risk
ANGELINDO PRATAMA,16,23,43269882.0,4,3,3,Loyal Customers
ANGELINE ENGINEERING,133,4,5891428945.0,3,2,3,New Customers
ANGELS PRODUCTS,36,168,27923654613.0,4,4,4,Champions
ANGGA BERSAUDARA,113,57,42079528.0,3,4,3,Loyal Customers
ANGGANA KURNIA PUTRA,159,53,230571689.0,3,4,3,Loyal Customers
ANGGARA FORTUNA,35,16,21672175.0,4,3,2,Potential Loyalist
ANGGARDA NATURA INDONESIA,6,6,856805.0,4,2,1,Need Attention
ANGGUN PERMAI TEKINDO,1049,6,573291.0,1,2,1,Hibernating
ANGGUR MERAH SUBUR,696,7,2204195.0,2,3,2,At Risk
ANGHAUZ INDONESIA,1647,1,19603.0,1,1,1,Lost
ANGKASA BIRU KENCANA,582,8,1080200.0,2,3,2,At Risk
ANGKASA GRACIA KENCANA MUKTI,876,3,3962608.0,2,2,2,About to Sleep
ANGKASA GRACIA MUKTI,406,7,6919347.0,2,3,2,At Risk
ANGKASA INDAH JAYA,44,738,1903750739361.0,3,4,4,Champions
ANGKASA JAYA GLOBALINDO,1233,69,702933255.0,1,4,3,Can't Lose Them
ANGKASA KITA INDONESIA,1745,1,7454742.0,1,1,2,Lost
ANGKASA SUKSES BERJAYA,3,128,6139273.0,4,4,2,Potential Loyalist
ANGSA DAYA,3,27,4474248808.0,4,4,3,Loyal Customers
ANGSA EMAS GROUP,43,24,46515339.0,3,3,3,Loyal Customers
ANGSA SEMBILAN SEMBILAN,1066,2,1873055.0,1,1,2,Lost
ANGSO DUO SAWIT,1749,2,386251.0,1,1,1,Lost
ANIXTER INDONESIA,1,278,19430855926.0,4,4,4,Champions
ANJAYA UNGGUL MAJU,1571,2,900305.0,1,1,2,Lost
ANK GALVANIZE PANELINDO,210,2,3143583926.0,3,1,3,New Customers
ANLIN CIPTA PERDANA,371,25,3390730.0,2,3,2,At Risk
ANM JASA PERSADA,189,1,12320.0,3,1,1,Need Attention
ANMAN INDONESIA,275,29,58910229448.0,3,4,4,Champions
ANNUN,1459,1,48000.0,1,1,1,Lost
ANOMALI LUMBUNG ARTHA,1050,3,255200.0,1,2,1,Hibernating
ANSHIN DENKI INDONESIA,281,1,44406.0,3,1,1,Need Attention
ANTA TIRTA KIRANA,27,5,101470.0,4,2,1,Need Attention
ANTAKO REKON INDONESIA,498,2,35074754.0,2,1,3,Hibernating
ANTAR BENUA BERSAUDARA,24,2,1573956267.0,4,1,3,New Customers
ANTAR LINGKAR NUSA,678,64,134083387886.0,2,4,4,At Risk
ANTAR NUSA SAKTI JAYA,10,6,4104323854.0,4,2,3,New Customers
ANTARA KUSUMA,6,141,2607299190.0,4,4,3,Loyal Customers
ANTARTIKA,350,1,579405645.0,2,1,3,Hibernating
ANTARTIKA ICE,1748,1,257000.0,1,1,1,Lost
ANTERO DWIKARSA MANDIRI,1192,2,48353.0,1,1,1,Lost
ANTIKA RAYA,63,22,5769196012.0,3,3,3,Loyal Customers
ANUGERAH,729,10,28595661062.0,2,3,4,At Risk
ANUGERAH ABADI BERSAMA,1476,3,132738249.0,1,2,3,Hibernating
ANUGERAH ABADI MAGELANG,842,18,7335646122.0,2,3,4,At Risk
ANUGERAH ALAM TANI,1420,27,4930899.0,1,4,2,Can't Lose Them
ANUGERAH ANTARI SEJAHTERA,752,2,12741.0,2,1,1,Hibernating
ANUGERAH BAROKAH ENERGI BARU,91,3,5998154406.0,3,2,4,New Customers
ANUGERAH BERKAT MANDIRI,141,6,179324420.0,3,2,3,New Customers
ANUGERAH BINTANG JAYAKRIDA,8,1,9353810769.0,4,1,4,New Customers
ANUGERAH CAHAYA LOGAM,1087,50,159222678483.0,1,4,4,Can't Lose Them
ANUGERAH CEMERLANG TRIJAYA,1651,1,582103.0,1,1,1,Lost
ANUGERAH CIPTA PERSADA,65,16,199954549.0,3,3,3,Loyal Customers
ANUGERAH DEWATA,1354,32,7182886.0,1,4,2,Can't Lose Them
ANUGERAH FAMILINDO UTAMA,7,27,70008642.0,4,4,3,Loyal Customers
ANUGERAH HANDI PRATAMA,1602,109,313588060.0,1,4,3,Can't Lose Them
ANUGERAH IKA PRATAMA,454,4,12425240722.0,2,2,4,About to Sleep
ANUGERAH INDAH BERSERI,316,4,2816806.0,3,2,2,Need Attention
ANUGERAH INTELLEKTA SOLUSINDO,188,1,2116.0,3,1,1,Need Attention
ANUGERAH JAYA ABADI,393,1,4464912.0,2,1,2,Hibernating
ANUGERAH KARJA SEDJATI,290,60,9449869.0,3,4,2,Potential Loyalist
ANUGERAH KARYA SEMPURNA,1553,1,2298926.0,1,1,2,Lost
ANUGERAH KENCANA INDOMAKMUR,27,4,2718898.0,4,2,2,Need Attention
ANUGERAH KREASI GEMILANG,70,5,2611887.0,3,2,2,Need Attention
ANUGERAH LESTARI SUPINDO KONSTRUKSI,447,3,15842219419.0,2,2,4,About to Sleep
ANUGERAH MAHAKARYA ABADI,118,3,19100.0,3,2,1,Need Attention
ANUGERAH MAJU PRATAMA,1037,3,4675359.0,1,2,2,Hibernating
ANUGERAH MEGAH LESTARI TEXTILE,17,58,14802641594.0,4,4,4,Champions
ANUGERAH MENTARI DISTRINDO,189,17,181850.0,3,3,1,Promising
ANUGERAH MITRA SEMESTA,555,1,16487.0,2,1,1,Hibernating
ANUGERAH MULIA SEJAHTERA,1388,5,9403030964.0,1,2,4,Hibernating
ANUGERAH NIAGA PRATAMA,1659,1,105560.0,1,1,1,Lost
ANUGERAH NUTRINDO SEJAHTERA,94,6,127600.0,3,2,1,Need Attention
ANUGERAH NYATA SENTOSA,1401,39,7725378.0,1,4,2,Can't Lose Them
ANUGERAH PERDANA WICAKSONO,1752,2,537840.0,1,1,1,Lost
ANUGERAH PERMATA JAYACEMERLANG,59,3,1963168.0,3,2,2,Need Attention
ANUGERAH PHARMINDO LESTARI,1,605,857482433328.0,4,4,4,Champions
ANUGERAH PRIMA MEDIKALINDO,1204,3,186560.0,1,2,1,Hibernating
ANUGERAH PUTIH ABADI,1473,37,7449870.0,1,4,2,Can't Lose Them
ANUGERAH PUTRA SIANTAN,57,11,50633908.0,3,3,3,Loyal Customers
ANUGERAH RAYA KENCANA,50,2,160994.0,3,1,1,Need Attention
ANUGERAH REJEKI PLASTINDO ABADI,1198,3,1130578302.0,1,2,3,Hibernating
ANUGERAH RODA KENCANA,1101,1,332025.0,1,1,1,Lost
ANUGERAH SAFETY & FIRE,182,5,4717446080.0,3,2,3,New Customers
ANUGERAH SAHABAT,50,6,20785991085.0,3,2,4,New Customers
ANUGERAH SAKTI SUKSES,279,7,15422500.0,3,3,2,Potential Loyalist
ANUGERAH SEJAHTERA,1610,2,117341.0,1,1,1,Lost
ANUGERAH SINAR SAKTI,1101,5,727175.0,1,2,1,Hibernating
ANUGERAH SOLUSI TEKINDO,83,43,30979145.0,3,4,2,Potential Loyalist
ANUGERAH SUKSES GEMILANG,372,3,332336.0,2,2,1,About to Sleep
ANUGERAH TEKNIKTAMA,961,14,6251198.0,1,3,2,Can't Lose Them
ANUGERAH TEKNOLOGI MEKANINDO,119,1,11000.0,3,1,1,Need Attention
ANUGERAH TIRTA MADIUN,1021,1,315000.0,1,1,1,Lost
ANUGERAH TIRTA PANCA,373,1,1947822393.0,2,1,3,Hibernating
ANUGERAH TIRTA SUKSES,343,1,2279661403.0,2,1,3,Hibernating
ANUGERAH TOTAL SEJAHTERA,707,2,54315.0,2,1,1,Hibernating
ANUGERAH VISI SENTOSA,1606,1,48000.0,1,1,1,Lost
ANUGERAHKARYA AGRASENTOSA,615,2,6792145.0,2,1,2,Hibernating
ANUGRAH AIYASA ABADI,1421,3,88811.0,1,2,1,Hibernating
ANUGRAH ARGON MEDICA,58,154,112534130.0,3,4,3,Loyal Customers
ANUGRAH BERKAT TEHNIK,1521,1,52065.0,1,1,1,Lost
ANUGRAH BIOTEK FARMA,275,1,1260246607.0,3,1,3,New Customers
ANUGRAH BUMI MAKMUR,1100,3,3060169061.0,1,2,3,Hibernating
ANUGRAH CAHAYA METTA,1002,37,62410000.0,1,4,3,Can't Lose Them
ANUGRAH CEMERLANG ABADI,500,1,2572123.0,2,1,2,Hibernating
ANUGRAH CIPTA GUNA,121,9,15746420784.0,3,3,4,Champions
ANUGRAH CITRA REKONINDO,738,1,14000.0,2,1,1,Hibernating
ANUGRAH DINA FORTUNA,7,64,19032216375.0,4,4,4,Champions
ANUGRAH DUTA NIAGA,421,3,21545.0,2,2,1,About to Sleep
ANUGRAH EKSTRAVISI RAYA,43,39,8369403.0,3,4,2,Potential Loyalist
ANUGRAH ESA MULIA,50,6,13724691.0,3,2,2,Need Attention
ANUGRAH GARMENINDO INTERNATIONAL,673,19,24403008.0,2,3,2,At Risk
ANUGRAH INDO MANDIRI,1189,25,84310740223.0,1,3,4,Can't Lose Them
ANUGRAH INTI KENCANA,69,5,1609146.0,3,2,2,Need Attention
ANUGRAH JAYA,574,1,4429980618.0,2,1,3,Hibernating
ANUGRAH LAKA LAKA,687,1,66187905.0,2,1,3,Hibernating
ANUGRAH LESTARI,289,10,25446659511.0,3,3,4,Champions
ANUGRAH LIN PERKASA,1255,1,8776142.0,1,1,2,Lost
ANUGRAH LINEN INDONESIA,589,23,124200386.0,2,3,3,At Risk
ANUGRAH MAJU JAYA,8,85,129372359932.0,4,4,4,Champions
ANUGRAH MAJUPERKASA,1190,1,1007748.0,1,1,2,Lost
ANUGRAH MAKMUR PERSADA,1420,16,4958130.0,1,3,2,Can't Lose Them
ANUGRAH MEGAKREASI,107,16,285213002.0,3,3,3,Loyal Customers
ANUGRAH MITRA INVESTA,54,8,10170075.0,3,3,2,Potential Loyalist
ANUGRAH NUANSA INDAH,464,2,84384.0,2,1,1,Hibernating
ANUGRAH PRATAMA INFORMATIKA,145,6,35060.0,3,2,1,Need Attention
ANUGRAH PUTRA FAJAR,1494,23,17888716158.0,1,3,4,Can't Lose Them
ANUGRAH RAYA BAJAINDO,360,8,266016.0,2,3,1,At Risk
ANUGRAH REZKY ABADI,1753,1,68000.0,1,1,1,Lost
ANUGRAH SAKTI JAYA,1081,3,1553158658.0,1,2,3,Hibernating
ANUGRAH SEHAT ABADI,1162,1,1664475.0,1,1,2,Lost
ANUGRAH SINAR LAUT,1,6,11599909712.0,4,2,4,New Customers
ANUGRAH SOLIDINDO PRATAMA,1316,2,8836517.0,1,1,2,Lost
ANUGRAH SUKSES ABADI,1316,31,95917648.0,1,4,3,Can't Lose Them
ANUGRAH TRIJAYA SENTOSA,1254,1,9246.0,1,1,1,Lost
ANUGRAHMITRA SELARAS,335,12,526908.0,2,3,1,At Risk
ANUMODANA MAKMUR ABADI,92,4,6465957.0,3,2,2,Need Attention
ANUP ENTERPRISES,708,11,44568158.0,2,3,3,At Risk
ANYONE INDONESIA SEJAHTERA,143,1,3000.0,3,1,1,Need Attention
ANYPEARL GLOBAL INDONESIA,917,1,44000.0,2,1,1,Hibernating
ANYTAPE INDONESIA,6,44,83659190.0,4,4,3,Loyal Customers
