importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Tanggal_Snapshot
DONG JIN TEXTILE INDONESIA,308,35,4367227446.0,3,4,3,Loyal Customers,2025-10-23
DONG JUNG INDONESIA,30,9,108000.0,4,3,1,Promising,2025-10-23
DONG MI GLOBAL,79,2,33900.0,3,1,1,Need Attention,2025-10-23
DONG SHENG INDONESIA,108,3,9927.0,3,2,1,Need Attention,2025-10-23
DONGA WEBBING INDONESIA,6,16,40533255.0,4,3,3,Loyal Customers,2025-10-23
DONGCAI GARMENT INDONESIA,831,3,8113539.0,2,2,2,About to Sleep,2025-10-23
DONGDA TECHNOLOGY INDONESIA,59,158,825964566470.0,3,4,4,Champions,2025-10-23
DONGIN TEXTILE INDONESIA,679,8,17103139.0,2,3,2,At Risk,2025-10-23
DONGSUNG CHEMICAL INDONESIA,28,3,291561.0,4,2,1,Need Attention,2025-10-23
DONGSUNG JAKARTA,143,1,750816.0,3,1,1,Need Attention,2025-10-23
DONGSUNG MULSAN INDONESIA,23,33,25941148862.0,4,4,4,Champions,2025-10-23
DONLIM TECHNOLOGY INDONESIA,279,2,146102.0,3,1,1,Need Attention,2025-10-23
DOO SAN CIPTA BUSANA JAYA,1438,2,1756617.0,1,1,2,Lost,2025-10-23
DOO SAN DUNIA BUSANA,807,4,3623768797.0,2,2,3,About to Sleep,2025-10-23
DOO SAN GLOBAL,1507,4,4014460.0,1,2,2,Hibernating,2025-10-23
DOO SAN JAYA SUKABUMI,1413,1,7929079095.0,1,1,4,Lost,2025-10-23
DORAN SUKSES INDONESIA,14,77,186533356.0,4,4,3,Loyal Customers,2025-10-23
DOS INTERNATIONAL INDONESIA,42,3,198931.0,4,2,1,Need Attention,2025-10-23
DOU YEE ENTERPRISES,507,59,10239629.0,2,4,2,At Risk,2025-10-23
DOVER CHEMICAL,59,19,446693.0,3,3,1,Promising,2025-10-23
DOWELL ANADRILL SCHLUMBERGER,3,1388,1389046759.0,4,4,3,Loyal Customers,2025-10-23
DPO INDONESIA,13,246,373117164045.0,4,4,4,Champions,2025-10-23
DRACO INTERNASIONAL,1206,4,10962030.0,1,2,2,Hibernating,2025-10-23
DRAEGERINDO JAYA,22,26,26274991718.0,4,3,4,Champions,2025-10-23
DRAGON ANUGERAH SEJAHTERA ABADI,481,1,56000.0,2,1,1,Hibernating,2025-10-23
DRAGON COMPUTER & COMMUNICATION,1366,7,2722500.0,1,3,2,Can't Lose Them,2025-10-23
DRAGON PACK,239,3,3417052.0,3,2,2,Need Attention,2025-10-23
DRAGON PRODUCT INDONESIA,13,6,1249720702.0,4,2,3,New Customers,2025-10-23
DRAGON PUTRA NUSANTARA,8,23,31404715.0,4,3,2,Potential Loyalist,2025-10-23
DRAGON TRADE INDONESIA,7,58,158468199184.0,4,4,4,Champions,2025-10-23
DRASTHA ROKEM NUSANTARA,308,38,14892768.0,3,4,2,Potential Loyalist,2025-10-23
DRILLINDO SUKSES PERKASA,41,19,28261888.0,4,3,2,Potential Loyalist,2025-10-23
DRILLING RIGS INTERNATIONAL,1081,1,12185.0,1,1,1,Lost,2025-10-23
DS SOLUTIONS INTERNATIONAL,51,27,6451341722.0,3,4,4,Champions,2025-10-23
DSI INDONESIA,1672,6,23851464867.0,1,2,4,Hibernating,2025-10-23
DSI UNDERGROUND,714,160,176951770773.0,2,4,4,At Risk,2025-10-23
DSL INDONESIA,986,5,327168.0,1,2,1,Hibernating,2025-10-23
DSON GLOBAL MANDIRI,1590,1,1645885.0,1,1,2,Lost,2025-10-23
DSSP POWER SUMSEL,195,2,23239.0,3,1,1,Need Attention,2025-10-23
DTOID SUKSES BERSAMA,45,13,8654469.0,3,3,2,Potential Loyalist,2025-10-23
DUA BERLIAN,30,121,2948825606.0,4,4,3,Loyal Customers,2025-10-23
DUA KARSA MANDIRI,63,2,204113.0,3,1,1,Need Attention,2025-10-23
DUA KELINCI,140,6,10300429995.0,3,2,4,New Customers,2025-10-23
DUA PULUH TIGA,1070,11,2690885062.0,1,3,3,Can't Lose Them,2025-10-23
DUA PUTRA CIRATA,495,14,1737160.0,2,3,2,At Risk,2025-10-23
DUA PUTRA PERKASA PRATAMA,8,41,33506593687.0,4,4,4,Champions,2025-10-23
DUA SAHABAT ASIA,541,1,3907208.0,2,1,2,Hibernating,2025-10-23
DUA SAHABAT GROUP,1568,1,19490.0,1,1,1,Lost,2025-10-23
DUA TIGA MAKMUR,275,93,139560343436.0,3,4,4,Champions,2025-10-23
DUA TIGA RATTAN,251,1,196403.0,3,1,1,Need Attention,2025-10-23
DUFRINDO INTERNASIONAL,981,1,254475925.0,1,1,3,Lost,2025-10-23
DUMAS TANJUNG PERAK SHIPYARDS,297,4,15296761.0,3,2,2,Need Attention,2025-10-23
DUNHAM BUSH INDONESIA,97,17,1688319.0,3,3,2,Potential Loyalist,2025-10-23
DUNIA BUAH ABADI,1024,48,2383536682.0,1,4,3,Can't Lose Them,2025-10-23
DUNIA BUSANA KEKINIAN,301,1050,772842705.0,3,4,3,Loyal Customers,2025-10-23
DUNIA CIPTA NUSANTARA,191,3,10239944462.0,3,2,4,New Customers,2025-10-23
DUNIA HIJAU,876,25,10426693.0,2,3,2,At Risk,2025-10-23
DUNIA HORECA,107,11,20370127.0,3,3,2,Potential Loyalist,2025-10-23
DUNIA INDAH MAKMUR NUSANTARA,1053,4,6529171.0,1,2,2,Hibernating,2025-10-23
DUNIA INTERNET TEKNOLOGI,519,2,778416.0,2,1,1,Hibernating,2025-10-23
DUNIA KECANTIKAN INDONESIA,24,20,13175483490.0,4,3,4,Champions,2025-10-23
DUNIA KERTAS INDRATAMA,247,2,2023849155.0,3,1,3,New Customers,2025-10-23
DUNIA KIDO INDONESIA,580,1,4790484001.0,2,1,3,Hibernating,2025-10-23
DUNIA KIMIA JAYA,31,99,75519800.0,4,4,3,Loyal Customers,2025-10-23
DUNIA KONVEKSI,1164,1,7352.0,1,1,1,Lost,2025-10-23
DUNIA LASKAR BIRU,1115,1,7216415155.0,1,1,4,Lost,2025-10-23
DUNIA MAKMUR SEJAHTERA,1143,10,37198529.0,1,3,3,Can't Lose Them,2025-10-23
DUNIA MAS,128,3,3406128011.0,3,2,3,New Customers,2025-10-23
DUNIA MULTI CEMERLANG,545,2,1030504.0,2,1,2,Hibernating,2025-10-23
DUNIA PANEL INDONESIA,78,1,79978.0,3,1,1,Need Attention,2025-10-23
DUNIA PEMADAM INDONESIA,1548,2,10468.0,1,1,1,Lost,2025-10-23
DUNIA PRATAMA SEJAHTERA,171,1,56598.0,3,1,1,Need Attention,2025-10-23
DUNIA RAHMAT BUAH,968,1,319284.0,1,1,1,Lost,2025-10-23
DUNIA RASA INDAH,450,1,9078.0,2,1,1,Hibernating,2025-10-23
DUNIA SAFTINDO,23,26,2395016802.0,4,3,3,Loyal Customers,2025-10-23
DUNIA SPORTS INTERPRISES,30,1,2799.0,4,1,1,Need Attention,2025-10-23
DUNIA TATA SUARA,451,1,358044.0,2,1,1,Hibernating,2025-10-23
DUNIA WAHANA HIBURAN,373,6,147822804.0,2,2,3,About to Sleep,2025-10-23
DUOPHARMA HEALTHCARE INDONESIA,30,2,158662749.0,4,1,3,New Customers,2025-10-23
DUPA CENDANA HARUM,857,2,83680.0,2,1,1,Hibernating,2025-10-23
DUPALINDO PERKASA,538,1,1960858.0,2,1,2,Hibernating,2025-10-23
DUTA ABADI PERDANA,190,35,31831549665.0,3,4,4,Champions,2025-10-23
DUTA ABADI PRIMANTARA,9,334,204910690376.0,4,4,4,Champions,2025-10-23
DUTA ANUGERAH ALAM SEJATI,450,1,9305966124.0,2,1,4,Hibernating,2025-10-23
DUTA ANUGRAH BARU,1165,12,1740427.0,1,3,2,Can't Lose Them,2025-10-23
DUTA ASIA BAHARI,1062,7,5748389.0,1,3,2,Can't Lose Them,2025-10-23
DUTA ASIA PLASTIKSINDO,871,13,20367177357.0,2,3,4,At Risk,2025-10-23
DUTA ATAYA ANUGERAH,35,17,2705577.0,4,3,2,Potential Loyalist,2025-10-23
DUTA BAJA INDONESIA,934,12,125312062.0,2,3,3,At Risk,2025-10-23
DUTA CAHAYA ANUGERAH,78,28,58282080752.0,3,4,4,Champions,2025-10-23
DUTA CAHAYA SAMUDERA,1203,1,8568.0,1,1,1,Lost,2025-10-23
DUTA CAKRAWALA INDAH,1098,2,257156.0,1,1,1,Lost,2025-10-23
DUTA INDAH ABADI,17,10,9365745963.0,4,3,4,Champions,2025-10-23
DUTA INDONESIA PERMAI,442,1,508616.0,2,1,1,Hibernating,2025-10-23
DUTA INTIDAYA TBK,37,326,757096896.0,4,4,3,Loyal Customers,2025-10-23
DUTA INTIGUNA YASA,1,2848,231330282854.0,4,4,4,Champions,2025-10-23
DUTA JASA UTAMA,1150,8,10808998.0,1,3,2,Can't Lose Them,2025-10-23
DUTA JEPARA,461,1,19728.0,2,1,1,Hibernating,2025-10-23
DUTA KENCANA INDAH,320,8,9055069.0,3,3,2,Potential Loyalist,2025-10-23
DUTA MAS HARMONI,24,5,1168753106.0,4,2,3,New Customers,2025-10-23
DUTA NITSUKO ABADI,177,8,199250.0,3,3,1,Promising,2025-10-23
DUTA NUSA BAKTI,541,3,1509880325.0,2,2,3,About to Sleep,2025-10-23
DUTA PERKASA,27,3,3347696.0,4,2,2,Need Attention,2025-10-23
DUTA PESONA JAYA,1365,1,271425.0,1,1,1,Lost,2025-10-23
DUTA PLASTIK PERTIWI,1423,1,13563552.0,1,1,2,Lost,2025-10-23
DUTA PRATAMA ASIA,539,236,601411388625.0,2,4,4,At Risk,2025-10-23
DUTA PRIMA BUANA,758,6,5454069463.0,2,2,3,About to Sleep,2025-10-23
DUTA PRIMA PERDANA,182,6,39165.0,3,2,1,Need Attention,2025-10-23
DUTA PRIMA UTAMA,30,15,62822022.0,4,3,3,Loyal Customers,2025-10-23
DUTA PUTRA OETAMA,1258,2,95000.0,1,1,1,Lost,2025-10-23
DUTA RANTAI MAS,497,3,3897715.0,2,2,2,About to Sleep,2025-10-23
DUTA SAMUDERA JAYA,2,34,3139638766.0,4,4,3,Loyal Customers,2025-10-23
DUTA SARANA PERKASA,76,2,14250.0,3,1,1,Need Attention,2025-10-23
DUTA SETIA GARMEN,345,1,149484081.0,2,1,3,Hibernating,2025-10-23
DUTA SUGAR INTERNATIONAL,23,125,17475190046.0,4,4,4,Champions,2025-10-23
DUTA SUMBER BAJA CEMERLANG,1372,4,658824.0,1,2,1,Hibernating,2025-10-23
DUTA SURYA PERMATA,43,2,22347.0,3,1,1,Need Attention,2025-10-23
DUTA TUNGGAL KARYA,87,1,6306.0,3,1,1,Need Attention,2025-10-23
DUTA WARNA,332,2,480000.0,2,1,1,Hibernating,2025-10-23
DUTAFLOW HIDROLIK,233,2,94205.0,3,1,1,Need Attention,2025-10-23
DUTAMULTI INTIOPTIC PRATAMA,36,2,19833154.0,4,1,2,Need Attention,2025-10-23
DUVALCO FLOW TECHNOLOGY INDONESIA,41,3,11607817054.0,4,2,4,New Customers,2025-10-23
DWI BAGUS SENTOSA,27,3,1065459.0,4,2,2,Need Attention,2025-10-23
DWI BINA UTAMA,524,2,3161815980.0,2,1,3,Hibernating,2025-10-23
DWI BINTANG GLOBAL,20,16,5724873.0,4,3,2,Potential Loyalist,2025-10-23
DWI CAHAYA SEJATI,38,3,9371064331.0,4,2,4,New Customers,2025-10-23
DWI DAYA KARYA,149,1,10536558.0,3,1,2,Need Attention,2025-10-23
DWI IVAN PANJAYA,20,8,29520.0,4,3,1,Promising,2025-10-23
DWI JAYA TUNGGAL,31,32,2349090911.0,4,4,3,Loyal Customers,2025-10-23
DWI KENCANA ABADI,64,2,355080.0,3,1,1,Need Attention,2025-10-23
DWI MITRA PERKASA,680,13,12296428.0,2,3,2,At Risk,2025-10-23
DWI MITRA SELARAS,1416,4,14184274.0,1,2,2,Hibernating,2025-10-23
DWI MITRA TEKNINDO,120,1,16752.0,3,1,1,Need Attention,2025-10-23
DWI NAGA SAKTI ABADI,9,11,16143405.0,4,3,2,Potential Loyalist,2025-10-23
DWI PRIMA ENGINEERING,8,43,107399922843.0,4,4,4,Champions,2025-10-23
DWI PRIMA REZEKY,52,19,36703246.0,3,3,3,Loyal Customers,2025-10-23
DWI PURA MITRA,696,3,189824.0,2,2,1,About to Sleep,2025-10-23
DWI PUTU KASSIRANO,437,27,14402973154.0,2,4,4,At Risk,2025-10-23
DWI SUKSES,390,92,65834863.0,2,4,3,At Risk,2025-10-23
DWI TUNGGAL INDAH JAYA,28,14,8056786820.0,4,3,4,Champions,2025-10-23
DWI TUNGGAL MULIA KIMIA,43,29,4929858042.0,3,4,3,Loyal Customers,2025-10-23
DWI UNGGUL ABADI,49,12,35393842317.0,3,3,4,Champions,2025-10-23
DWI UTAMA PRATAMA,20,17,42152799679.0,4,3,4,Champions,2025-10-23
DWIDASAEKA JAYA ABADI,1732,1,20030.0,1,1,1,Lost,2025-10-23
DWIGASINDO ABADI,50,1,13000.0,3,1,1,Need Attention,2025-10-23
DWIHARSA STEEL INTERNASIONAL,1331,2,12584.0,1,1,1,Lost,2025-10-23
DWIJAYA SELARAS,2,1,3826354203.0,4,1,3,New Customers,2025-10-23
DWIJAYA SUMBER MAKMUR,1142,42,11442827233.0,1,4,4,Can't Lose Them,2025-10-23
DWIJAYAMANDIRI CEMERLANG,91,4,63600.0,3,2,1,Need Attention,2025-10-23
DWIKARYA BAJA PERKASA,379,15,7787188720.0,2,3,4,At Risk,2025-10-23
DWIKARYA PUTRA MANUNGGAL,57,1,2287604.0,3,1,2,Need Attention,2025-10-23
DWIMAPUTRA MESIN SEJATI,3,18,16008396279.0,4,3,4,Champions,2025-10-23
DWIMITRA SEJAHTERA BERSAMA,947,12,7541035931.0,2,3,4,At Risk,2025-10-23
DWIMITRA TRANSFORMASI SUPLINDO,1546,6,26829919999.0,1,2,4,Hibernating,2025-10-23
DWIPA MEGAH LESTARI,575,1,274935.0,2,1,1,Hibernating,2025-10-23
DWIPRIMA MULTI GARMEN,2,1,1431197.0,4,1,2,Need Attention,2025-10-23
DWIRAJAYA SATYA,241,5,32989.0,3,2,1,Need Attention,2025-10-23
DWITAMA MANDIRI TEKNIK,1553,1,33480447.0,1,1,2,Lost,2025-10-23
DWITAMA PRIMA SAKTI,461,5,1595730.0,2,2,2,About to Sleep,2025-10-23
DWITUNGGAL BANGUN PERSADA,91,3,10566504118.0,3,2,4,New Customers,2025-10-23
DWITUNGGAL RAYA ABADI,22,27,18691686.0,4,4,2,Potential Loyalist,2025-10-23
DXM MOULD STEEL INDONESIA,118,4,7006774.0,3,2,2,Need Attention,2025-10-23
DYCOM ENGINEERING,1368,3,7628335.0,1,2,2,Hibernating,2025-10-23
DYMAR JAYA INDONESIA,1343,1,15500.0,1,1,1,Lost,2025-10-23
DYNACAST INDONESIA,817,6,8531842061.0,2,2,4,About to Sleep,2025-10-23
DYNAPLAST,14,32,780286264.0,4,4,3,Loyal Customers,2025-10-23
DYNATECH INTERNATIONAL,392,6,95232.0,2,2,1,About to Sleep,2025-10-23
DYNIC TEXTILE PRESTIGE,1399,13,22084020695.0,1,3,4,Can't Lose Them,2025-10-23
DYSTAR COLOURS INDONESIA,198,11,14031742.0,3,3,2,Potential Loyalist,2025-10-23
DZM INTERNASIONAL INDONESIA,37,24,4141543448.0,4,3,3,Loyal Customers,2025-10-23
E-JADE GLOBAL,750,10,443837268.0,2,3,3,At Risk,2025-10-23
E-T-A INDONESIA,86,1,2766625465.0,3,1,3,New Customers,2025-10-23
EADECO INDONESIA,1661,2,528940.0,1,1,1,Lost,2025-10-23
EAGLE INDUSTRY INDONESIA,721,4,11194488615.0,2,2,4,About to Sleep,2025-10-23
EAGLE NICE INDONESIA,622,13,2386978776.0,2,3,3,At Risk,2025-10-23
EAKINDO MITRA SASTARI,1074,17,24390730.0,1,3,2,Can't Lose Them,2025-10-23
EAST HOPE AGRICULTURE INDONESIA,73,6,140670.0,3,2,1,Need Attention,2025-10-23
EAST HOPE AGRICULTURE SURABAYA,210,6,140130.0,3,2,1,Need Attention,2025-10-23
EAST INDIAN AGENCY,217,18,6898326.0,3,3,2,Potential Loyalist,2025-10-23
EAST INDO FAIR TRADING,51,11,14824670.0,3,3,2,Potential Loyalist,2025-10-23
EAST JAVA MATCH FACTORY LTD,107,10,318675.0,3,3,1,Promising,2025-10-23
EASTERN DEPO,450,5,1126380.0,2,2,2,About to Sleep,2025-10-23
EASTERN PIGEON INDUSTRY,41,12,81771043.0,4,3,3,Loyal Customers,2025-10-23
EASTINDO UTAMA INDUSTRI,869,25,6687706129.0,2,3,4,At Risk,2025-10-23
EATON INDUSTRIES,132,3,865776.0,3,2,1,Need Attention,2025-10-23
EBAKO NUSANTARA,415,1,28738431.0,2,1,2,Hibernating,2025-10-23
EBARA INDONESIA,3,194,213651442204.0,4,4,4,Champions,2025-10-23
EBLO TEKNOLOGI INDONESIA,36,28,4048011305.0,4,4,3,Loyal Customers,2025-10-23
EBOT AMAN MAKMUR,580,1,6108513.0,2,1,2,Hibernating,2025-10-23
ECCLON ENERGI INDONESIA,178,10,5503370075.0,3,3,3,Loyal Customers,2025-10-23
ECCO TANNERY INDONESIA,112,4,1676133373.0,3,2,3,New Customers,2025-10-23
ECHO,38,58,438895824.0,4,4,3,Loyal Customers,2025-10-23
ECHO ADVANCED TECHNOLOGY INDONESIA,467,7,3839281464.0,2,3,3,At Risk,2025-10-23
ECLAT HOMTECH INDONESIA,1431,1,1811376.0,1,1,2,Lost,2025-10-23
ECO ENERGI SOLUSINDO PRIMA,1133,4,58060.0,1,2,1,Hibernating,2025-10-23
ECO FIBRE INDUSTRIES,59,4,13382389.0,3,2,2,Need Attention,2025-10-23
ECO LIVING,1,28,50121178486.0,4,4,4,Champions,2025-10-23
ECO PAPER INDONESIA,1,2278,4910140446.0,4,4,3,Loyal Customers,2025-10-23
ECO PRIMA ENERGI,2,14,22316357148.0,4,3,4,Champions,2025-10-23
ECO RAMAH LESTARI,8,132,8411299170.0,4,4,4,Champions,2025-10-23
ECO SMART GARMENT INDONESIA,1430,134,50148588967.0,1,4,4,Can't Lose Them,2025-10-23
ECO TUMBUH MAKMUR,632,10,17519437.0,2,3,2,At Risk,2025-10-23
ECOHOME INTERNATIONAL INDONESIA,3,42,15147363020.0,4,4,4,Champions,2025-10-23
ECOM CONSULTING,122,27,7435921.0,3,4,2,Potential Loyalist,2025-10-23
ECOMEC RESOURCES INDONESIA,30,1,560.0,4,1,1,Need Attention,2025-10-23
ECOMPAZZ INDONESIA,114,22,47643338998.0,3,3,4,Champions,2025-10-23
ECON PRIBUMI INDONESIA,108,19,1953885.0,3,3,2,Potential Loyalist,2025-10-23
ECOSAINS HAYATI,955,5,108200.0,1,2,1,Hibernating,2025-10-23
ECOU AKUSTIK INDONESIA,311,2,1498431.0,3,1,2,Need Attention,2025-10-23
ECS INDO JAYA,161,371,12828993699.0,3,4,4,Champions,2025-10-23
ECS RAYA INDONESIA,34,15,15285326.0,4,3,2,Potential Loyalist,2025-10-23
EDF SYSTEM INTEGRATION,1500,5,15156153139.0,1,2,4,Hibernating,2025-10-23
EDIVA SUKSES ABADI,7,2,11378.0,4,1,1,Need Attention,2025-10-23
EDL DESIGN INDONESIA,6,240,394245940137.0,4,4,4,Champions,2025-10-23
EDLIN LESTARI MANDIRI,10,218,91383847.0,4,4,3,Loyal Customers,2025-10-23
EDS MANUFACTURING INDONESIA,377,3,18749768.0,2,2,2,About to Sleep,2025-10-23
EDVAN MEDISOURCE INDONESIA TBK,365,1,810499.0,2,1,1,Hibernating,2025-10-23
EEMONT INTERNATIONAL INDONESIA,5,37,14988522423.0,4,4,4,Champions,2025-10-23
EEPRO HISHUTTLE INDONESIA,966,2,316776.0,1,1,1,Lost,2025-10-23
EFADA MEDICAL INDUSTRIES INDONESIA,461,1,20970.0,2,1,1,Hibernating,2025-10-23
EFATA SEJAHTERA INDONESIA,23,63,5722383.0,4,4,2,Potential Loyalist,2025-10-23
EFFORI PROSPERO SOLUSI,23,34,4124126.0,4,4,2,Potential Loyalist,2025-10-23
EFFRENSINDO KENCANA,135,1,486362.0,3,1,1,Need Attention,2025-10-23
EFJA,21,16,45681965850.0,4,3,4,Champions,2025-10-23
EFOREL CITRA UTAMA,1484,7,76850.0,1,3,1,Can't Lose Them,2025-10-23
EFRAN BERKAT ADITAMA,1431,1,33000.0,1,1,1,Lost,2025-10-23
EFRATA RETAILINDO,861,1,1488082.0,2,1,2,Hibernating,2025-10-23
EGA MULTI CIPTA,57,33,3629227.0,3,4,2,Potential Loyalist,2025-10-23
EGA TEKELINDO PRIMA,13,64,506987825.0,4,4,3,Loyal Customers,2025-10-23
EGISS KONSULTASI KOMPUTER INDONESIA,976,2,3042.0,1,1,1,Lost,2025-10-23
EHWA TRADE,1683,1,118125.0,1,1,1,Lost,2025-10-23
EIFFEL TEXTILE INDUSTRIES,21,24,140353276.0,4,3,3,Loyal Customers,2025-10-23
EIG DERMAL WELLNESS INDONESIA,1273,7,583112.0,1,3,1,Can't Lose Them,2025-10-23
EIGER EKOWISATA NUSANTARA,422,3,17060052354.0,2,2,4,About to Sleep,2025-10-23
EIGERINDO MULTI PRODUK INDUSTRI,8,436,78921914716.0,4,4,4,Champions,2025-10-23
EINS TREND,678,23,18185731956.0,2,3,4,At Risk,2025-10-23
EIRO FOAM AND FUNCTION,231,4,797451.0,3,2,1,Need Attention,2025-10-23
EKA DAYA PERKASA,238,18,462171654.0,3,3,3,Loyal Customers,2025-10-23
EKA DHARMA JAYA SAKTI,345,3,7250468250.0,2,2,4,About to Sleep,2025-10-23
EKA JAYA INTERNASIONAL,1,276,89861471909.0,4,4,4,Champions,2025-10-23
EKA JAYA PRIMA,101,7,283504.0,3,3,1,Promising,2025-10-23
EKA KARYA TUNGGAL,173,6,1961017.0,3,2,2,Need Attention,2025-10-23
EKA LAUTAN TEDUH,1542,1,8480.0,1,1,1,Lost,2025-10-23
EKA MAJU MESININDO,106,5,21057871392.0,3,2,4,New Customers,2025-10-23
EKA MULTI BAHARI,72,1,1149816.0,3,1,2,Need Attention,2025-10-23
EKA PUTRA SAMUDRA,31,32,3738152655.0,4,4,3,Loyal Customers,2025-10-23
EKA SAKTI KIRANA ANNAPURNA,885,20,25936899.0,2,3,2,At Risk,2025-10-23
EKA SANDANG DUTA PRIMA,1722,1,2318778.0,1,1,2,Lost,2025-10-23
EKA TIMUR RAYA,324,10,38604300.0,3,3,3,Loyal Customers,2025-10-23
EKA WIJAYA SEJAHTERA,450,93,124374518011.0,2,4,4,At Risk,2025-10-23
EKACITTA DIAN PERSADA,23,122,35365154022.0,4,4,4,Champions,2025-10-23
EKADAYA CENTRAPUTRA,169,1,31050.0,3,1,1,Need Attention,2025-10-23
EKADHARMA INTERNATIONAL TBK,3,115,1242892517.0,4,4,3,Loyal Customers,2025-10-23
EKAKARSA SEJAHTERA INDONESIA,273,1,284226.0,3,1,1,Need Attention,2025-10-23
EKAKARYA GRAHA FLORA,24,34,10323917029.0,4,4,4,Champions,2025-10-23
EKAMANT INDONESIA,42,3,1621130.0,4,2,2,Need Attention,2025-10-23
EKAMAS FORTUNA,1,2237,3347676144.0,4,4,3,Loyal Customers,2025-10-23
EKASINAR ABADI,58,5,1547215853.0,3,2,3,New Customers,2025-10-23
EKASURYA INOUT INDONESIA,110,36,2282828.0,3,4,2,Potential Loyalist,2025-10-23
EKAWIRA SOLUSI MANDIRI,1211,3,310000.0,1,2,1,Hibernating,2025-10-23
EKOMASTER BUANA LESTARI,73,1,10038.0,3,1,1,Need Attention,2025-10-23
EKSKLUSIF PRIMA JAYA,84,84,21388980.0,3,4,2,Potential Loyalist,2025-10-23
EKSONINDO MULTI PRODUCT INDUSTRY,212,270,932637377.0,3,4,3,Loyal Customers,2025-10-23
ELANG CAHAYA SEJAHTERA,85,108,806773.0,3,4,1,Promising,2025-10-23
ELANG CAKRAWALA INTI,1732,1,16890.0,1,1,1,Lost,2025-10-23
ELANG GEMILANG LOGISTIK,1653,36,8335035.0,1,4,2,Can't Lose Them,2025-10-23
ELANG KURNIASAKTI,1219,3,51480.0,1,2,1,Hibernating,2025-10-23
ELANG MEGAH UTAMA,73,10,3436215731.0,3,3,3,Loyal Customers,2025-10-23
ELANG PERDANA TYRE INDUSTRY,1,366,1766840970.0,4,4,3,Loyal Customers,2025-10-23
ELANG PERKASA DINAMIKA,588,1,19900.0,2,1,1,Hibernating,2025-10-23
ELANG PUTRA TRITUNGGAL,1062,16,53565749.0,1,3,3,Can't Lose Them,2025-10-23
ELANG TERPAL INDONESIA,17,48,89972131310.0,4,4,4,Champions,2025-10-23
ELANGPERDANA PRIMA NIAGA DAN INDUSTRI,61,3,3131357.0,3,2,2,Need Attention,2025-10-23
ELBEKA SEWING THREAD,415,2,7751955.0,2,1,2,Hibernating,2025-10-23
ELBINDO PRATAMA RAYA,1672,3,43934.0,1,2,1,Hibernating,2025-10-23
ELC BEAUTY INDONESIA,6,1241,2584563472279.0,4,4,4,Champions,2025-10-23
ELCE IMEXINDO BERSATU,1634,2,30150.0,1,1,1,Lost,2025-10-23
ELECTRA CONTINENTAL PRIMA,535,1,86526.0,2,1,1,Hibernating,2025-10-23
ELECTRA INTI PERKASA,344,2,92800.0,2,1,1,Hibernating,2025-10-23
ELECTRO INDO CEMERLANG,628,2,487350.0,2,1,1,Hibernating,2025-10-23
ELECTROLUX INDONESIA,1,2611,3064513774550.0,4,4,4,Champions,2025-10-23
ELECTRONIC INDONESIA,254,7,455552.0,3,3,1,Promising,2025-10-23
ELEGANCE AUTOMOBILE,1073,21,53611691064.0,1,3,4,Can't Lose Them,2025-10-23
ELEGANZA TILE INDONESIA,10,637,2088828128781.0,4,4,4,Champions,2025-10-23
ELEKTRIK BATERAI INDONESIA,318,1,38551665.0,3,1,3,New Customers,2025-10-23
ELEKTRONIK DISTRIBUSI OTOMATISASI TERKEMUKA,122,6,11053032894.0,3,2,4,New Customers,2025-10-23
ELEMATEC INDONESIA,512,5,11926987.0,2,2,2,About to Sleep,2025-10-23
ELHIFA INTIGUNA,387,2,5096881813.0,2,1,3,Hibernating,2025-10-23
ELIANWARE HOUSEWARE TRADING,2,29,88438515845.0,4,4,4,Champions,2025-10-23
ELISA UTAMA,75,2,1417199.0,3,1,2,Need Attention,2025-10-23
ELITE,1031,6,2438394.0,1,2,2,Hibernating,2025-10-23
ELITE KAYU PERKASA,356,5,77527514.0,2,2,3,About to Sleep,2025-10-23
ELITE PERMAI METAL WORKS,1063,2,48983647.0,1,1,3,Lost,2025-10-23
ELITE PORT TECHNOLOGY,3,103,1881414911.0,4,4,3,Loyal Customers,2025-10-23
ELITESTAR DINAMIKA JAYA,22,31,72247336.0,4,4,3,Loyal Customers,2025-10-23
ELIZABETH HANJAYA,1497,2,3738163.0,1,1,2,Lost,2025-10-23
ELLANE ABADI PERKASA,904,7,537371.0,2,3,1,At Risk,2025-10-23
ELLEAIR INTERNATIONAL MANUFACTURING INDONESIA,533,1,1884.0,2,1,1,Hibernating,2025-10-23
ELLEAIR INTERNATIONAL TRADING INDONESIA,1396,12,10633826.0,1,3,2,Can't Lose Them,2025-10-23
ELNUSA TBK,12,24,74921674.0,4,3,3,Loyal Customers,2025-10-23
ELO KARSA UTAMA,541,35,8827570588.0,2,4,4,At Risk,2025-10-23
ELOGIO ASIA INDONESIA,638,1,42109035.0,2,1,3,Hibernating,2025-10-23
ELPISDOOR ERE INDONESIA,1003,8,2552296.0,1,3,2,Can't Lose Them,2025-10-23
ELRA BERKAT PANGAN,612,1,300.0,2,1,1,Hibernating,2025-10-23
ELS INDONESIA PRIMA,15,22,69945615003.0,4,3,4,Champions,2025-10-23
ELSISCOM PRIMA KARYA,223,11,23809.0,3,3,1,Promising,2025-10-23
